UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;HOMBRES;MUJERES;TOTAL;V201;V202;V203;V204;V205;V206;V207;FEX
19936;19;1;2021;1;11;1;2;2;4;5;4;3;2;4;1;2;457
19936;32;1;2021;1;11;1;2;2;4;5;5;3;4;4;1;2;406
19936;33;1;2021;1;11;1;1;1;2;5;3;2;2;4;1;3;417
19936;35;1;2021;1;11;1;2;1;3;4;2;2;1;4;1;3;415
19936;37;1;2021;1;11;1;6;5;11;4;2;2;2;3;1;2;529
19936;48;1;2021;1;11;1;1;2;3;5;4;2;4;4;1;3;489
19936;55;1;2021;1;11;1;2;2;4;5;4;3;2;4;1;2;594
19992;15;1;2021;1;11;1;4;2;6;2;1;1;2;3;1;2;696
19992;25;1;2021;1;11;1;0;1;1;5;4;2;2;3;1;2;379
19992;30;1;2021;1;11;1;3;1;4;5;4;2;2;3;1;2;542
19992;33;1;2021;1;11;1;3;2;5;5;3;2;2;3;1;2;789
19992;37;1;2021;1;11;1;2;3;5;4;4;3;2;4;1;3;633
19992;44;1;2021;1;11;1;3;1;4;2;1;1;1;3;1;3;1158
19992;53;1;2021;1;11;1;4;1;5;2;1;1;4;3;1;3;428
19992;54;1;2021;1;11;1;1;2;3;2;2;1;4;3;1;2;697
19992;65;1;2021;1;11;1;3;2;5;4;1;1;4;7;1;3;807
20042;1;1;2021;1;11;1;2;1;3;4;3;2;2;5;1;2;515
20042;7;1;2021;1;11;1;3;2;5;5;5;4;2;6;1;2;500
20042;10;1;2021;1;11;1;2;3;5;4;4;3;3;6;1;2;401
20042;20;1;2021;1;11;1;3;1;4;5;2;1;2;1;1;2;650
20042;37;1;2021;1;11;1;4;1;5;5;3;2;2;5;1;2;655
20042;51;1;2021;1;11;1;2;5;7;5;5;4;2;1;1;2;339
20095;34;1;2021;1;11;1;1;3;4;5;3;2;2;1;1;1;584
20095;36;1;2021;1;11;1;1;2;3;5;2;1;4;1;1;1;725
20095;37;1;2021;1;11;1;0;4;4;5;2;1;2;1;1;3;830
20095;53;1;2021;1;11;1;1;3;4;5;2;2;2;1;1;1;562
20095;57;1;2021;1;11;1;1;1;2;5;1;1;7;1;1;3;1313
20147;15;1;2021;1;11;1;1;1;2;5;3;2;3;1;1;1;537
20147;19;1;2021;1;11;1;0;1;1;5;1;1;3;1;1;1;328
20147;28;1;2021;1;11;1;3;1;4;5;3;2;2;1;1;1;837
20147;44;1;2021;1;11;1;4;5;9;5;6;4;2;2;1;2;480
20147;57;1;2021;1;11;1;3;6;9;5;4;3;4;1;1;1;370
20147;58;1;2021;1;11;1;1;2;3;5;5;3;2;1;1;2;534
20147;64;1;2021;1;11;1;1;1;2;5;4;3;4;1;1;1;588
20198;1;1;2021;1;11;1;2;1;3;5;3;2;2;1;1;2;778
20198;5;1;2021;1;11;1;2;3;5;5;5;3;2;1;1;2;525
20198;10;1;2021;1;11;1;3;1;4;5;7;3;2;1;1;2;722
20198;26;1;2021;1;11;1;2;1;3;5;5;3;4;1;1;1;935
20198;42;1;2021;1;11;1;2;1;3;5;5;2;2;1;1;3;573
20251;2;1;2021;1;11;1;0;1;1;5;4;2;2;1;1;1;318
20251;10;1;2021;1;11;1;1;2;3;5;2;1;2;1;1;2;315
20251;11;1;2021;1;11;1;4;2;6;5;4;3;2;1;1;2;367
20251;17;1;2021;1;11;1;1;1;2;6;4;3;2;1;1;1;182
20251;28;1;2021;1;11;1;0;1;1;5;5;3;4;1;1;2;196
20251;36;1;2021;1;11;1;1;3;4;5;2;2;2;1;1;2;340
20303;2;1;2021;1;11;1;1;3;4;5;5;3;2;1;1;3;285
20303;4;1;2021;1;11;1;1;2;3;5;4;2;2;1;1;2;303
20303;13;1;2021;1;11;1;2;2;4;5;4;2;4;1;1;2;328
20303;14;1;2021;1;11;1;0;2;2;5;3;2;2;1;1;3;241
20303;18;1;2021;1;11;1;1;2;3;5;4;2;2;1;1;3;278
20303;26;1;2021;1;11;1;0;3;3;4;1;1;4;1;1;2;215
20303;27;1;2021;1;11;1;1;3;4;5;5;4;2;1;1;1;342
20303;30;1;2021;1;11;1;2;3;5;5;4;4;4;1;1;1;432
20303;37;1;2021;1;11;1;0;1;1;5;1;1;2;1;1;2;193
20354;2;1;2021;1;11;1;1;1;2;5;4;3;4;1;1;2;327
20354;13;1;2021;1;11;1;4;2;6;4;4;4;2;1;1;1;457
20354;17;1;2021;1;11;1;0;2;2;5;3;2;2;1;1;3;279
20354;38;1;2021;1;11;1;0;1;1;5;3;1;2;1;1;2;149
20354;42;1;2021;1;11;1;2;2;4;5;5;3;2;1;1;1;350
20354;45;1;2021;1;11;1;1;1;2;5;4;2;2;1;1;1;280
20354;50;1;2021;1;11;1;2;1;3;5;4;3;2;1;1;1;354
20407;2;1;2021;1;11;1;2;3;5;5;4;4;4;1;1;2;601
20407;9;1;2021;1;11;1;2;2;4;5;8;3;2;1;1;2;1009
20407;42;1;2021;1;11;1;1;2;3;4;3;3;3;1;1;2;357
20407;43;1;2021;1;11;1;1;3;4;5;2;1;2;1;1;3;456
20407;45;1;2021;1;11;1;2;5;7;5;3;3;2;1;1;2;547
20407;46;1;2021;1;11;1;4;1;5;5;3;2;2;1;1;2;638
20407;54;1;2021;1;11;1;2;2;4;5;5;3;4;1;1;3;683
20462;17;1;2021;1;11;1;3;4;7;5;6;4;2;1;1;2;471
20462;24;1;2021;1;11;1;1;2;3;5;3;2;3;1;1;2;495
20462;32;1;2021;1;11;1;1;3;4;5;3;2;4;1;1;2;477
20462;37;1;2021;1;11;1;2;3;5;5;2;2;2;1;1;2;557
20462;40;1;2021;1;11;1;1;2;3;5;3;2;2;1;1;2;717
20462;41;1;2021;1;11;1;2;2;4;5;3;2;2;1;1;2;575
20462;45;1;2021;1;11;1;2;1;3;5;4;3;2;1;1;2;432
20515;2;1;2021;1;11;1;4;1;5;5;4;3;2;2;1;2;736
20515;3;1;2021;1;11;1;2;1;3;5;4;3;2;2;1;2;764
20515;14;1;2021;1;11;1;2;2;4;5;4;1;2;2;1;2;455
20515;37;1;2021;1;11;1;2;3;5;5;3;2;3;2;1;2;428
20515;42;1;2021;1;11;1;3;2;5;5;3;2;4;2;1;2;554
20515;66;1;2021;1;11;1;2;1;3;5;3;1;2;2;1;3;788
20515;67;1;2021;1;11;1;3;2;5;4;3;2;1;2;1;2;483
20515;77;1;2021;1;11;1;0;2;2;5;1;1;2;2;1;2;368
20617;5;1;2021;1;11;1;0;1;1;5;4;1;2;4;1;2;181
20617;6;1;2021;1;11;1;0;1;1;5;3;1;2;4;1;2;299
20617;9;1;2021;1;11;1;3;2;5;4;3;3;3;4;1;3;515
20617;19;1;2021;1;11;1;1;3;4;5;5;2;1;4;1;2;389
20617;25;1;2021;1;11;1;3;1;4;5;5;3;2;4;1;2;582
20617;26;1;2021;1;11;1;8;5;13;4;7;7;1;1;1;2;592
20617;32;1;2021;1;11;1;2;2;4;6;3;2;4;4;1;3;526
20617;34;1;2021;1;11;1;3;1;4;5;4;2;2;4;1;2;549
20617;43;1;2021;1;11;1;2;3;5;5;4;2;2;4;1;2;471
20617;55;1;2021;1;11;1;2;2;4;4;2;2;3;4;1;2;456
20672;17;1;2021;1;11;1;2;2;4;5;2;2;2;1;1;2;539
20672;21;1;2021;1;11;1;2;1;3;5;3;2;3;1;1;2;292
20672;22;1;2021;1;11;1;1;1;2;5;3;2;3;1;1;3;411
20672;24;1;2021;1;11;1;3;1;4;4;3;3;3;1;1;2;382
20672;28;1;2021;1;11;1;2;2;4;5;3;2;4;1;1;2;371
20672;41;1;2021;1;11;1;2;2;4;5;5;3;4;1;1;2;466
20672;43;1;2021;1;11;1;1;1;2;5;6;2;2;1;1;2;350
20672;48;1;2021;1;11;1;0;1;1;5;3;1;4;1;1;2;125
20672;49;1;2021;1;11;1;2;3;5;5;4;3;2;1;1;2;289
20672;53;1;2021;1;11;1;1;3;4;5;5;3;2;1;1;2;262
20719;2;1;2021;6;11;3;2;1;3;5;4;3;3;2;1;3;452
20719;8;1;2021;6;11;3;1;1;2;4;2;2;1;2;1;5;298
20719;14;1;2021;6;11;3;2;1;3;4;2;1;2;2;1;2;548
20719;16;1;2021;6;11;3;2;3;5;4;3;2;2;2;1;2;420
20719;17;1;2021;6;11;3;0;2;2;4;3;1;2;2;1;3;229
20719;19;1;2021;6;11;3;2;1;3;4;3;2;1;7;1;3;369
20719;28;1;2021;6;11;3;2;2;4;4;3;3;3;2;1;3;353
20719;30;1;2021;6;11;3;2;1;3;4;1;1;3;2;1;2;599
20719;35;1;2021;6;11;3;2;1;3;5;4;2;3;2;1;3;562
20719;39;1;2021;6;11;3;0;2;2;4;2;2;2;2;1;2;293
20727;2;1;2021;6;11;3;2;1;3;4;3;1;4;3;1;2;834
20727;3;1;2021;6;11;3;0;1;1;4;3;2;4;4;1;2;216
20727;11;1;2021;6;11;3;4;1;5;1;2;2;4;2;1;7;942
20727;26;1;2021;6;11;3;1;1;2;4;1;1;4;3;1;2;439
20727;28;1;2021;6;11;3;2;2;4;4;2;1;2;2;1;2;652
20727;30;1;2021;6;11;3;0;1;1;4;1;1;3;2;1;3;455
20727;32;1;2021;6;11;3;3;1;4;5;3;3;1;5;1;2;870
20727;41;1;2021;6;11;3;5;2;7;4;2;2;2;3;1;2;761
20727;49;1;2021;6;11;3;0;1;1;4;1;1;4;2;1;2;270
20727;51;1;2021;6;11;3;3;3;6;4;4;3;1;5;1;2;673
20781;9;1;2021;6;11;3;2;1;3;3;3;2;1;6;1;3;473
20781;12;1;2021;6;11;3;3;2;5;5;2;2;2;2;1;3;554
20781;19;1;2021;6;11;3;3;2;5;4;3;2;1;7;1;3;416
20781;20;1;2021;6;11;3;3;4;7;1;1;1;1;7;1;6;343
20781;23;1;2021;6;11;3;0;2;2;4;2;1;1;2;1;3;243
20781;27;1;2021;6;11;3;4;2;6;3;3;2;1;7;1;7;486
20781;28;1;2021;6;11;3;1;2;3;5;4;2;1;2;1;2;243
20781;31;1;2021;6;11;3;2;1;3;4;3;1;2;6;1;2;459
20881;9;1;2021;6;11;3;2;2;4;4;3;2;4;2;1;2;625
20881;12;1;2021;6;11;3;1;2;3;1;2;1;3;2;1;3;705
20881;17;1;2021;6;11;3;1;3;4;5;3;2;2;2;1;2;599
20881;23;1;2021;6;11;3;2;3;5;5;3;2;2;2;1;2;735
20881;27;1;2021;6;11;3;1;2;3;5;1;1;2;2;1;3;605
20881;28;1;2021;6;11;3;3;2;5;3;3;2;3;3;1;3;621
20881;45;1;2021;6;11;3;2;1;3;4;3;2;2;2;1;2;647
20881;54;1;2021;6;11;3;0;1;1;5;4;1;3;2;1;3;243
20881;59;1;2021;6;11;3;2;3;5;5;4;3;2;2;1;3;659
20956;3;1;2021;1;11;1;2;2;4;5;2;2;3;4;1;3;968
20956;5;1;2021;1;11;1;3;1;4;4;2;1;4;4;1;2;1210
20956;11;1;2021;1;11;1;3;1;4;5;4;3;2;4;1;2;1416
20956;21;1;2021;1;11;1;4;1;5;5;5;3;2;4;1;2;1042
20956;37;1;2021;1;11;1;3;2;5;4;1;1;4;2;1;3;792
20956;43;1;2021;1;11;1;2;3;5;4;3;2;2;2;1;2;920
20956;70;1;2021;1;11;1;2;2;4;5;3;2;4;2;1;2;1417
21014;7;1;2021;1;11;1;4;3;7;4;2;1;3;2;1;3;603
21014;10;1;2021;1;11;1;1;2;3;5;4;2;2;4;1;2;317
21014;12;1;2021;1;11;1;1;1;2;5;2;1;2;4;1;3;740
21014;25;1;2021;1;11;1;2;1;3;5;3;1;2;4;1;3;710
21014;28;1;2021;1;11;1;1;3;4;4;2;1;2;2;1;2;456
21014;42;1;2021;1;11;1;2;3;5;5;4;3;2;4;1;2;449
21014;46;1;2021;1;11;1;3;1;4;5;3;1;2;2;1;2;420
21014;55;1;2021;1;11;1;1;2;3;5;2;2;2;4;1;2;516
21014;57;1;2021;1;11;1;3;2;5;5;4;3;4;4;1;3;552
21070;3;1;2021;1;11;1;2;1;3;5;3;2;4;2;1;3;399
21070;11;1;2021;1;11;1;2;1;3;5;4;3;2;1;1;3;517
21070;13;1;2021;1;11;1;4;1;5;5;4;3;4;2;1;3;523
21070;15;1;2021;1;11;1;3;1;4;5;4;3;2;2;1;2;307
21070;45;1;2021;1;11;1;2;2;4;5;4;2;2;2;1;2;392
21070;50;1;2021;1;11;1;0;4;4;5;5;3;2;2;1;2;311
21070;51;1;2021;1;11;1;1;1;2;5;6;2;4;2;1;3;478
21070;54;1;2021;1;11;1;0;4;4;5;5;3;4;2;1;2;224
21130;8;1;2021;1;11;1;2;1;3;5;3;2;2;2;1;2;1302
21130;15;1;2021;1;11;1;1;2;3;4;3;1;1;2;1;3;937
21130;22;1;2021;1;11;1;2;2;4;5;5;3;2;2;1;2;814
21130;24;1;2021;1;11;1;1;2;3;5;3;2;2;2;1;2;650
21130;32;1;2021;1;11;1;2;2;4;5;3;1;2;1;1;2;790
21130;44;1;2021;1;11;1;2;3;5;5;3;2;4;1;1;3;564
21130;46;1;2021;1;11;1;3;3;6;5;5;3;2;2;1;2;772
21130;63;1;2021;1;11;1;3;3;6;5;3;2;2;2;1;2;884
21293;12;1;2021;6;11;3;1;1;2;5;3;1;2;4;1;3;834
21293;26;1;2021;6;11;3;3;2;5;4;2;2;1;3;1;2;763
21293;49;1;2021;6;11;3;0;3;3;1;2;2;4;4;1;3;667
21293;60;1;2021;6;11;3;3;1;4;4;2;1;3;3;6; ;1564
21293;63;1;2021;6;11;3;2;1;3;1;2;2;4;4;1;3;1004
21313;9;1;2021;1;11;1;0;1;1;5;2;1;4;1;1;2;148
21313;16;1;2021;1;11;1;1;1;2;5;4;3;2;1;1;2;362
21313;18;1;2021;1;11;1;1;3;4;5;2;2;7;1;1;2;377
21313;19;1;2021;1;11;1;6;1;7;3;3;3;3;1;1;2;460
21313;32;1;2021;1;11;1;2;1;3;5;5;2;2;1;1;2;351
21313;42;1;2021;1;11;1;2;2;4;5;5;3;3;1;1;1;384
21313;50;1;2021;1;11;1;6;7;13;4;11;7;3;1;1;1;298
21313;59;1;2021;1;11;1;1;4;5;5;6;3;4;1;1;2;272
21313;63;1;2021;1;11;1;3;2;5;5;3;3;2;1;1;2;385
21367;1;1;2021;1;11;1;2;2;4;5;4;3;4;1;1;1;429
21367;10;1;2021;1;11;1;3;3;6;5;4;3;2;1;1;2;422
21367;19;1;2021;1;11;1;1;1;2;5;3;2;4;1;1;1;354
21367;20;1;2021;1;11;1;2;3;5;5;5;2;2;1;1;1;390
21367;22;1;2021;1;11;1;3;3;6;5;4;3;2;1;1;1;448
21367;33;1;2021;1;11;1;0;1;1;5;2;1;2;1;1;1;419
21367;35;1;2021;1;11;1;2;1;3;5;4;2;2;1;1;2;435
21367;49;1;2021;1;11;1;1;2;3;5;4;3;2;1;1;1;330
21367;51;1;2021;1;11;1;0;1;1;5;3;1;4;1;1;1;156
21424;9;1;2021;1;11;1;1;3;4;5;4;3;4;1;1;2;424
21424;13;1;2021;1;11;1;1;2;3;5;5;2;2;1;1;2;377
21424;24;1;2021;1;11;1;2;3;5;5;4;3;4;1;1;2;359
21424;27;1;2021;1;11;1;1;4;5;5;2;2;2;1;1;2;246
21424;40;1;2021;1;11;1;2;1;3;4;4;2;2;1;1;3;355
21480;11;1;2021;1;11;1;2;4;6;5;7;5;2;1;1;2;718
21480;13;1;2021;1;11;1;2;2;4;6;5;3;4;1;1;2;883
21480;63;1;2021;1;11;1;2;2;4;6;8;5;4;1;1;2;889
21540;13;1;2021;1;11;1;1;2;3;5;3;2;2;1;1;2;480
21540;17;1;2021;1;11;1;1;1;2;5;3;3;2;1;1;3;1031
21540;18;1;2021;1;11;1;3;3;6;5;2;2;1;1;1;2;710
21540;47;1;2021;1;11;1;3;4;7;5;4;3;2;1;1;2;727
21597;2;1;2021;1;11;1;1;1;2;5;2;2;2;1;1;2;175
21597;4;1;2021;1;11;1;1;1;2;4;1;1;2;1;1;2;172
21597;5;1;2021;1;11;1;0;2;2;5;3;2;2;1;1;2;374
21597;6;1;2021;1;11;1;0;2;2;5;1;1;2;1;1;2;316
21597;25;1;2021;1;11;1;1;1;2;5;2;1;4;99;1;9;312
21597;26;1;2021;1;11;1;1;2;3;5;4;2;2;1;1;2;277
21656;2;1;2021;1;11;1;2;3;5;5;5;4;2;1;1;2;799
21656;10;1;2021;1;11;1;1;2;3;5;5;3;4;1;1;3;554
21656;24;1;2021;1;11;1;3;3;6;5;5;4;2;1;1;3;787
21656;35;1;2021;1;11;1;2;3;5;5;4;3;2;1;1;2;828
21656;39;1;2021;1;11;1;3;4;7;4;3;3;2;1;1;3;782
21712;9;1;2021;1;11;1;1;1;2;5;3;2;4;4;1;2;858
21712;34;1;2021;1;11;1;1;4;5;5;4;2;2;1;1;2;395
21712;40;1;2021;1;11;1;1;2;3;5;3;2;4;1;1;2;670
21712;42;1;2021;1;11;1;1;1;2;5;4;1;2;1;1;2;968
21712;51;1;2021;1;11;1;2;1;3;4;1;1;3;1;1;3;755
21712;64;1;2021;1;11;1;3;2;5;5;4;2;2;4;1;2;550
21712;68;1;2021;1;11;1;1;1;2;5;1;1;2;4;1;2;686
21712;68;2;2021;1;11;1;2;2;4;5;3;3;2;4;1;2;686
21712;74;1;2021;1;11;1;3;2;5;5;3;3;3;4;1;2;670
21712;75;1;2021;1;11;1;3;4;7;5;5;3;2;4;1;2;431
21712;83;1;2021;1;11;1;2;1;3;5;3;2;2;1;1;2;891
21771;12;1;2021;1;11;1;2;4;6;5;3;2;2;1;1;2;469
21771;23;1;2021;1;11;1;4;3;7;4;6;5;2;1;1;2;1044
21771;32;1;2021;1;11;1;2;2;4;5;3;2;2;1;1;2;851
21771;35;1;2021;1;11;1;2;3;5;5;3;2;2;1;1;2;774
21771;40;1;2021;1;11;1;3;3;6;4;4;2;2;1;1;2;654
21825;1;1;2021;1;11;1;0;2;2;5;3;2;2;4;1;2;565
21825;11;1;2021;1;11;1;1;1;2;5;2;1;2;1;1;2;427
21825;16;1;2021;1;11;1;2;4;6;5;1;1;4;4;1;2;478
21825;26;1;2021;1;11;1;3;3;6;4;4;3;4;4;1;2;612
21825;37;1;2021;1;11;1;3;3;6;4;4;2;2;4;1;2;654
21825;41;1;2021;1;11;1;4;1;5;5;1;1;4;4;1;3;677
21879;20;1;2021;1;11;1;1;3;4;5;3;2;2;2;1;2;353
21879;25;1;2021;1;11;1;2;1;3;5;4;2;2;2;1;2;413
21879;28;1;2021;1;11;1;1;4;5;5;3;2;2;2;1;2;234
21879;32;1;2021;1;11;1;2;2;4;5;3;2;4;2;1;2;497
21879;35;1;2021;1;11;1;4;1;5;4;3;2;2;2;1;2;490
21879;41;1;2021;1;11;1;2;2;4;5;6;4;4;2;1;2;529
21879;56;1;2021;1;11;1;3;2;5;5;2;1;4;2;1;2;402
21879;62;1;2021;1;11;1;2;1;3;5;3;2;4;2;1;2;578
21879;68;1;2021;1;11;1;1;1;2;5;3;2;4;2;1;2;214
21935;7;1;2021;1;11;1;3;1;4;5;3;2;2;2;1;3;770
21935;10;1;2021;1;11;1;2;2;4;5;3;2;4;2;1;2;591
21935;21;1;2021;1;11;1;1;2;3;5;3;2;2;4;1;2;495
21935;32;1;2021;1;11;1;1;2;3;4;2;1;4;4;1;2;695
21935;51;1;2021;1;11;1;0;1;1;5;1;1;4;4;1;2;286
21935;59;1;2021;1;11;1;1;2;3;5;1;1;4;2;1;3;633
21935;65;1;2021;1;11;1;1;2;3;5;3;2;2;2;1;2;623
21935;66;1;2021;1;11;1;3;3;6;5;6;4;2;2;1;2;595
21992;3;1;2021;1;11;1;2;3;5;4;3;2;2;3;1;2;317
21992;5;1;2021;1;11;1;3;1;4;4;2;2;2;4;1;2;681
21992;19;1;2021;1;11;1;0;1;1;4;2;2;4;1;1;2;171
21992;39;1;2021;1;11;1;1;4;5;5;2;2;2;1;1;2;359
21992;53;1;2021;1;11;1;3;2;5;5;4;3;4;1;1;2;453
21992;55;1;2021;1;11;1;1;4;5;1;3;3;3;1;1;3;421
21992;62;1;2021;1;11;1;2;4;6;1;1;1;1;12;1;3;339
22046;20;1;2021;1;11;1;0;2;2;5;3;2;4;2;1;2;326
22046;31;1;2021;1;11;1;3;1;4;5;4;2;4;4;1;2;487
22046;41;1;2021;1;11;1;1;2;3;5;4;3;4;4;1;2;344
22046;50;1;2021;1;11;1;4;1;5;5;4;3;4;4;1;2;761
22046;60;1;2021;1;11;1;1;1;2;5;3;2;2;4;1;3;471
22046;64;1;2021;1;11;1;2;2;4;5;3;2;2;2;1;2;400
22046;65;1;2021;1;11;1;2;2;4;5;3;2;2;2;1;2;511
22046;71;1;2021;1;11;1;2;2;4;5;2;1;4;4;1;2;299
22046;72;1;2021;1;11;1;4;2;6;4;3;2;1;4;1;2;432
22046;80;1;2021;1;11;1;2;2;4;5;4;3;2;2;1;2;525
22100;17;1;2021;1;11;1;2;1;3;4;2;2;2;4;1;3;597
22100;20;1;2021;1;11;1;3;2;5;1;3;2;4;4;1;7;842
22100;36;1;2021;1;11;1;2;1;3;1;2;1;4;4;1;3;878
22100;40;1;2021;1;11;1;1;1;2;4;2;1;4;4;1;2;458
22100;51;1;2021;1;11;1;3;4;7;5;4;3;2;3;1;1;500
22100;71;1;2021;1;11;1;1;2;3;4;3;2;2;4;1;2;593
22100;75;1;2021;1;11;1;0;2;2;5;2;1;2;4;1;2;318
22155;5;1;2021;1;11;1;1;4;5;4;1;1;4;2;1;3;827
22155;59;1;2021;1;11;1;2;3;5;5;2;2;2;2;1;2;948
22155;66;1;2021;1;11;1;6;2;8;4;3;2;2;2;1;3;1254
22155;69;1;2021;1;11;1;1;2;3;4;1;1;3;2;1;3;1288
22155;96;1;2021;1;11;1;1;3;4;4;1;1;2;1;1;2;876
22155;102;1;2021;1;11;1;1;6;7;5;6;4;4;4;1;2;856
22155;112;1;2021;1;11;1;3;1;4;4;2;2;4;2;1;3;1805
22207;7;1;2021;1;11;1;0;2;2;5;4;3;2;4;1;2;460
22207;28;1;2021;1;11;1;1;1;2;4;1;1;2;3;1;3;193
22207;30;1;2021;1;11;1;1;4;5;5;4;3;3;4;1;2;311
22207;38;1;2021;1;11;1;2;1;3;4;3;2;4;4;1;2;383
22207;45;1;2021;1;11;1;1;4;5;4;3;2;2;4;1;2;318
22207;54;1;2021;1;11;1;2;2;4;5;4;4;2;3;1;2;467
22207;56;1;2021;1;11;1;3;5;8;4;3;2;2;4;1;2;318
22207;69;1;2021;1;11;1;1;1;2;5;3;2;2;4;1;2;332
22207;72;1;2021;1;11;1;2;2;4;5;4;3;2;2;1;3;405
22260;31;1;2021;1;11;1;1;3;4;5;4;3;4;4;1;2;281
22260;32;1;2021;1;11;1;0;2;2;5;3;2;4;4;1;2;291
22260;45;1;2021;1;11;1;1;3;4;4;3;2;2;4;1;3;428
22260;48;1;2021;1;11;1;2;1;3;4;2;2;1;4;1;2;331
22260;66;1;2021;1;11;1;1;3;4;4;3;2;3;4;1;2;348
22260;81;1;2021;1;11;1;2;3;5;4;2;1;4;4;1;3;368
22260;86;1;2021;1;11;1;1;2;3;4;2;1;2;4;1;3;366
22260;95;1;2021;1;11;1;2;2;4;4;3;2;3;4;1;3;393
22260;99;1;2021;1;11;1;0;1;1;4;3;1;2;4;1;2;454
22260;111;1;2021;1;11;1;3;1;4;4;1;1;4;4;1;2;476
22314;1;1;2021;1;11;1;1;3;4;5;3;2;2;2;1;2;402
22314;2;1;2021;1;11;1;1;2;3;5;3;2;2;2;1;2;447
22314;5;1;2021;1;11;1;0;3;3;5;3;2;2;2;1;2;250
22314;20;1;2021;1;11;1;0;1;1;5;5;3;2;4;1;2;429
22314;22;1;2021;1;11;1;1;2;3;5;7;4;4;4;1;2;408
22314;24;1;2021;1;11;1;2;1;3;5;4;2;2;4;1;3;753
22314;38;1;2021;1;11;1;1;3;4;5;3;3;2;2;1;2;581
22314;40;1;2021;1;11;1;3;1;4;5;4;3;2;2;1;2;751
22314;42;1;2021;1;11;1;2;1;3;5;4;2;2;2;1;2;600
22369;4;1;2021;1;11;1;1;1;2;4;3;1;3;2;1;2;623
22369;5;1;2021;1;11;1;1;1;2;5;4;1;2;4;1;2;404
22369;13;1;2021;1;11;1;2;3;5;5;4;3;2;2;1;2;595
22369;15;1;2021;1;11;1;2;1;3;5;2;1;2;4;1;2;1097
22369;28;1;2021;1;11;1;1;1;2;4;2;1;4;2;1;2;404
22369;31;1;2021;1;11;1;1;2;3;5;2;2;2;2;1;2;676
22369;49;1;2021;1;11;1;0;3;3;5;3;2;2;1;1;2;566
22369;53;1;2021;1;11;1;1;1;2;5;1;1;4;3;1;2;1099
22369;60;1;2021;1;11;1;3;1;4;5;2;1;2;4;1;2;917
22423;21;1;2021;1;11;1;2;3;5;3;3;3;3;2;1;3;561
22423;42;1;2021;1;11;1;3;3;6;4;2;2;4;1;1;2;742
22423;49;1;2021;1;11;1;5;1;6;5;3;2;2;4;1;2;890
22423;59;1;2021;1;11;1;2;4;6;5;3;1;3;4;1;2;492
22423;73;1;2021;1;11;1;2;2;4;5;5;3;2;2;1;2;585
22474;17;1;2021;1;11;1;0;1;1;5;2;2;2;6;1;3;443
22474;18;1;2021;1;11;1;1;2;3;1;2;1;2;4;1;3;781
22474;26;1;2021;1;11;1;3;1;4;5;3;2;2;4;1;3;901
22474;38;1;2021;1;11;1;2;2;4;5;4;3;2;6;1;2;907
22474;45;1;2021;1;11;1;3;1;4;5;4;3;2;6;1;2;1395
22474;51;1;2021;1;11;1;2;2;4;5;3;2;2;4;1;3;1231
22529;5;1;2021;1;11;1;2;4;6;5;3;2;2;2;1;2;334
22529;16;1;2021;1;11;1;1;3;4;5;2;2;2;2;1;2;498
22529;31;1;2021;1;11;1;3;2;5;5;4;3;3;2;1;3;641
22529;42;1;2021;1;11;1;2;3;5;5;4;2;4;3;1;2;443
22529;44;1;2021;1;11;1;2;6;8;4;3;2;2;3;1;2;416
22529;45;1;2021;1;11;1;1;1;2;4;2;1;3;5;1;2;278
22529;50;1;2021;1;11;1;2;7;9;5;6;5;4;2;1;2;463
22529;62;1;2021;1;11;1;3;3;6;5;4;2;4;6;1;2;428
22584;13;1;2021;1;11;1;3;2;5;1;3;2;4;4;1;2;363
22584;37;1;2021;1;11;1;1;2;3;5;3;2;2;4;1;2;327
22584;43;1;2021;1;11;1;6;2;8;1;2;2;2;4;1;2;588
22584;48;1;2021;1;11;1;2;1;3;5;3;1;2;4;1;2;423
22584;69;1;2021;1;11;1;2;1;3;5;3;2;2;4;1;2;547
22584;72;1;2021;1;11;1;1;3;4;3;3;2;1;7;1;3;325
22584;73;1;2021;1;11;1;2;1;3;5;3;2;2;4;1;2;448
22642;1;1;2021;1;11;1;3;2;5;5;4;3;2;1;1;2;657
22642;3;1;2021;1;11;1;1;2;3;5;5;2;2;1;1;1;693
22642;9;1;2021;1;11;1;1;2;3;5;6;4;2;1;1;1;235
22642;12;1;2021;1;11;1;2;3;5;5;4;3;2;1;1;2;542
22642;38;1;2021;1;11;1;1;1;2;3;1;1;2;1;1;2;306
22642;42;1;2021;1;11;1;3;1;4;3;3;2;4;1;1;2;545
22697;2;1;2021;1;11;1;0;1;1;5;2;1;2;2;1;1;535
22697;7;1;2021;1;11;1;1;3;4;5;2;1;2;1;1;2;437
22697;21;1;2021;1;11;1;3;1;4;5;4;2;4;1;1;2;678
22697;23;1;2021;1;11;1;2;4;6;4;4;4;2;3;1;2;436
22697;27;1;2021;1;11;1;3;4;7;4;4;4;2;1;1;2;523
22697;37;1;2021;1;11;1;4;2;6;5;3;3;3;1;1;2;584
22697;40;1;2021;1;11;1;1;4;5;5;2;2;2;3;1;2;427
22697;49;1;2021;1;11;1;1;3;4;5;3;2;2;2;1;2;301
