UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;HOMBRES;MUJERES;TOTAL;V201;V202;V203;V204;V205;V206;V207;FEX
13627;24;1;2021;1;7;2;1;1;2;5;2;1;2;2;1;3;1385
13627;28;1;2021;1;7;2;1;2;3;4;1;1;4;2;1;2;746
13627;39;1;2021;1;7;2;1;1;2;4;1;1;4;3;1;6;487
13627;40;1;2021;1;7;2;1;2;3;1;1;1;4;2;1;6;917
13627;50;1;2021;1;7;2;3;5;8;4;5;5;4;2;1;2;1055
13627;64;1;2021;1;7;2;1;1;2;4;1;1;4;2;1;3;1400
13627;68;1;2021;1;7;2;2;1;3;5;4;2;2;2;1;2;818
13696;3;1;2021;6;7;3;3;2;5;4;2;2;1;2;1;3;575
13696;4;1;2021;6;7;3;1;2;3;5;3;2;1;6;1;3;381
13696;10;1;2021;6;7;3;2;2;4;4;3;3;4;2;1;2;422
13696;12;1;2021;6;7;3;1;1;2;5;2;1;2;2;1;2;471
13696;14;1;2021;6;7;3;1;2;3;4;3;1;4;2;1;4;462
13696;17;1;2021;6;7;3;2;1;3;4;3;2;4;2;1;3;487
13696;22;1;2021;6;7;3;2;1;3;5;4;3;1;2;1;6;417
13696;29;1;2021;6;7;3;2;2;4;4;4;3;2;2;1;2;478
13696;30;1;2021;6;7;3;2;2;4;4;5;3;1;2;1;2;511
13696;32;1;2021;6;7;3;1;1;2;5;2;1;2;2;1;3;237
13767;5;1;2021;1;8;2;3;1;4;5;3;2;2;1;1;2;815
13767;6;1;2021;1;8;2;1;2;3;5;4;2;4;1;1;1;867
13767;9;1;2021;1;8;2;4;1;5;5;4;3;4;1;1;2;989
13767;16;1;2021;1;8;2;2;1;3;5;3;2;2;1;1;1;741
13767;30;1;2021;1;8;2;1;1;2;5;3;1;2;1;1;2;360
13767;36;1;2021;1;8;2;5;4;9;5;4;4;2;1;1;1;700
13767;41;1;2021;1;8;2;1;2;3;5;5;3;2;1;1;1;868
13767;55;1;2021;1;8;2;0;3;3;5;7;4;2;1;1;1;585
13866;24;1;2021;1;8;2;3;2;5;5;4;3;4;2;1;1;1367
13866;25;1;2021;1;8;2;0;2;2;5;3;2;2;2;1;1;820
13866;32;1;2021;1;8;2;4;2;6;5;3;2;4;3;1;1;993
13866;38;1;2021;1;8;2;1;1;2;5;3;1;4;2;1;1;1947
13866;56;1;2021;1;8;2;2;2;4;5;4;3;2;2;1;2;1357
13896;2;1;2021;6;8;3;1;1;2;5;2;1;4;3;1;2;413
13896;3;1;2021;6;8;3;4;3;7;4;4;4;2;3;1;2;421
13896;4;1;2021;6;8;3;2;2;4;5;3;2;2;3;1;3;512
13896;8;1;2021;6;8;3;3;1;4;4;2;2;4;3;1;7;664
13896;10;1;2021;6;8;3;4;2;6;4;3;3;1;8;1;7;547
13896;13;1;2021;6;8;3;2;4;6;4;4;3;2;3;1;3;551
13896;20;1;2021;6;8;3;3;1;4;4;3;2;4;3;1;2;639
13896;29;1;2021;6;8;3;4;1;5;4;2;1;2;3;1;2;685
13896;33;1;2021;6;8;3;3;4;7;5;2;2;2;6;1;2;479
13896;35;1;2021;6;8;3;2;2;4;4;3;2;4;3;1;3;482
13897;4;1;2021;1;8;2;0;2;2;5;5;1;4;1;1;2;696
13897;5;1;2021;1;8;2;2;1;3;5;6;2;2;3;1;2;755
13897;13;1;2021;1;8;2;3;4;7;4;5;4;2;1;1;1;515
13897;41;1;2021;1;8;2;1;1;2;5;4;2;2;1;1;2;569
13897;45;1;2021;1;8;2;1;1;2;5;3;1;2;1;1;2;472
13897;48;1;2021;1;8;2;1;2;3;5;4;2;4;3;1;2;625
13897;50;1;2021;1;8;2;0;1;1;5;5;1;4;2;1;1;206
13897;58;1;2021;1;8;2;1;2;3;5;5;2;2;3;1;2;464
14086;2;1;2021;6;8;3;2;1;3;1;2;2;1;2;1;2;510
14086;7;1;2021;6;8;3;2;1;3;4;1;1;1;2;1;3;910
14086;15;1;2021;6;8;3;1;4;5;5;4;3;1;2;1;2;392
14086;24;1;2021;6;8;3;2;2;4;4;3;2;1;2;1;2;638
14086;29;1;2021;6;8;3;1;1;2;4;2;2;1;2;1;7;450
14086;30;1;2021;6;8;3;1;1;2;4;4;2;1;2;1;3;441
14179;12;1;2021;1;8;2;1;2;3;4;3;2;4;2;1;2;617
14179;14;1;2021;1;8;2;3;2;5;4;2;2;1;3;1;3;528
14179;16;1;2021;1;8;2;3;2;5;5;3;2;4;3;1;2;565
14179;18;1;2021;1;8;2;3;2;5;5;6;4;1;3;1;2;598
14179;35;1;2021;1;8;2;1;3;4;1;2;2;1;2;1;2;514
14179;37;1;2021;1;8;2;2;1;3;5;3;2;2;3;1;2;537
14179;38;1;2021;1;8;2;3;4;7;1;3;3;1;2;1;3;550
14179;49;1;2021;1;8;2;2;2;4;5;2;2;4;3;1;2;519
14269;1;1;2021;6;8;3;2;2;4;4;3;2;1;2;1;3;531
14269;7;1;2021;6;8;3;1;1;2;4;3;1;1;2;1;7;235
14269;8;1;2021;6;8;3;1;1;2;5;4;2;1;5;1;2;572
14269;9;1;2021;6;8;3;1;1;2;5;3;1;1;2;1;3;419
14269;16;1;2021;6;8;3;1;1;2;4;1;1;1;2;1;2;409
14269;23;1;2021;6;8;3;3;2;5;4;7;4;1;2;1;2;473
14269;27;1;2021;6;8;3;1;3;4;4;4;2;1;2;1;3;381
14269;28;1;2021;6;8;3;2;1;3;5;3;2;1;5;1;2;599
14269;29;1;2021;6;8;3;1;4;5;5;4;3;1;6;1;2;330
14388;4;1;2021;1;9;2;1;2;3;5;3;2;2;1;1;3;414
14388;13;1;2021;1;9;2;1;1;2;5;2;2;4;1;1;2;936
14388;14;1;2021;1;9;2;0;2;2;5;1;1;4;1;1;2;629
14388;23;1;2021;1;9;2;1;3;4;5;10;2;2;1;1;2;335
14388;26;1;2021;1;9;2;2;2;4;5;8;4;2;1;1;2;375
14388;30;1;2021;1;9;2;1;4;5;5;5;4;2;1;1;2;445
14388;37;1;2021;1;9;2;1;3;4;5;4;3;4;1;1;2;344
14388;42;1;2021;1;9;2;0;1;1;5;3;2;2;1;1;3;299
14388;49;1;2021;1;9;2;2;3;5;5;4;3;3;1;1;2;514
14474;1;1;2021;1;9;2;0;3;3;4;2;2;1;1;1;3;237
14474;2;1;2021;1;9;2;2;2;4;5;5;3;1;4;1;2;562
14474;6;1;2021;1;9;2;1;1;2;5;4;2;2;2;1;2;184
14474;10;1;2021;1;9;2;1;1;2;5;2;2;4;2;1;3;520
14474;19;1;2021;1;9;2;1;1;2;5;5;3;2;2;1;2;209
14474;22;1;2021;1;9;2;3;3;6;5;4;3;2;2;1;2;420
14474;24;1;2021;1;9;2;2;2;4;5;5;3;4;2;1;2;477
14474;28;1;2021;1;9;2;3;1;4;5;4;2;4;2;1;2;331
14474;34;1;2021;1;9;2;3;2;5;5;2;2;4;2;1;2;285
14474;48;1;2021;1;9;2;1;1;2;4;3;2;4;2;1;2;216
14495;3;1;2021;6;9;3;2;1;3;5;2;2;1;3;1;2;378
14495;7;1;2021;6;9;3;2;4;6;1;2;2;1;2;1;3;546
14495;8;1;2021;6;9;3;3;3;6;4;3;2;1;2;1;6;502
14495;15;1;2021;6;9;3;2;1;3;1;1;1;1;3;1;7;334
14495;23;1;2021;6;9;3;2;1;3;2;3;1;1;2;1;7;518
14495;25;1;2021;6;9;3;2;2;4;4;1;1;1;2;1;7;627
14495;31;1;2021;6;9;3;4;6;10;5;5;5;1;2;1;2;460
14495;38;1;2021;6;9;3;5;1;6;4;2;2;1;2;1;6;733
14495;39;1;2021;6;9;3;2;2;4;4;2;2;1;2;1;2;560
14628;2;1;2021;6;9;3;2;1;3;3;3;2;1;2;1;3;336
14628;4;1;2021;6;9;3;2;1;3;5;4;2;1;1;1;2;731
14628;6;1;2021;6;9;3;0;2;2;4;3;2;4;2;1;3;443
14628;8;1;2021;6;9;3;1;1;2;5;3;3;1;5;1;2;906
14628;23;1;2021;6;9;3;3;1;4;1;3;3;1;6;1;7;421
14628;24;1;2021;6;9;3;1;4;5;1;2;2;1;5;1;7;464
14628;26;1;2021;6;9;3;2;2;4;3;5;3;4;2;1;3;487
14628;30;1;2021;6;9;3;4;3;7;4;5;2;1;7;1;3;606
14628;32;1;2021;6;9;3;4;3;7;1;2;2;1;2;1;7;542
14628;34;1;2021;6;9;3;1;1;2;3;3;3;1;6;1;3;322
14666;7;1;2021;1;9;2;0;1;1;5;4;2;2;2;1;2;395
14666;14;1;2021;1;9;2;6;4;10;5;6;4;4;2;1;2;426
14666;20;1;2021;1;9;2;4;3;7;5;7;5;2;2;1;2;471
14666;27;1;2021;1;9;2;3;1;4;5;4;3;4;2;1;2;562
14666;29;1;2021;1;9;2;0;4;4;5;6;4;2;2;1;2;410
14666;30;1;2021;1;9;2;4;4;8;5;6;5;2;2;1;2;428
14666;35;1;2021;1;9;2;1;2;3;5;4;2;2;2;1;2;336
14745;5;1;2021;6;9;3;4;2;6;4;4;3;1;2;1;2;710
14745;10;1;2021;6;9;3;5;2;7;4;4;3;1;2;1;2;788
14745;14;1;2021;6;9;3;2;1;3;1;2;2;1;2;1;3;605
14745;15;1;2021;6;9;3;0;1;1;1;1;1;3;2;6; ;198
14745;16;1;2021;6;9;3;1;1;2;4;2;2;1;1;1;3;458
14745;17;1;2021;6;9;3;2;3;5;4;4;3;1;2;1;2;571
14745;20;1;2021;6;9;3;1;1;2;5;4;1;2;2;1;2;528
14745;24;1;2021;6;9;3;4;1;5;3;3;3;1;2;1;2;726
14920;4;1;2021;6;9;3;3;3;6;5;6;5;1;2;1;2;440
14920;5;1;2021;6;9;3;2;2;4;4;3;2;2;2;1;6;595
14920;8;1;2021;6;9;3;0;2;2;2;3;2;2;5;1;2;242
14920;18;1;2021;6;9;3;1;1;2;3;2;2;1;2;1;2;523
14920;20;1;2021;6;9;3;1;1;2;2;1;1;1;7;1;6;347
14920;27;1;2021;6;9;3;1;2;3;4;2;1;1;2;1;2;501
14920;30;1;2021;6;9;3;2;2;4;4;4;3;1;3;1;2;455
14920;34;1;2021;6;9;3;2;5;7;4;4;4;1;3;1;3;466
14920;35;1;2021;6;9;3;2;3;5;4;4;4;1;3;1;2;558
14920;44;1;2021;6;9;3;1;3;4;2;2;2;1;3;1;7;503
14995;13;1;2021;1;9;2;2;4;6;5;4;3;4;1;1;2;394
14995;16;1;2021;1;9;2;2;2;4;5;6;3;2;1;1;2;611
14995;32;1;2021;1;9;2;1;5;6;5;7;5;1;2;1;2;310
14995;34;1;2021;1;9;2;1;2;3;5;4;3;2;1;1;2;249
14995;35;1;2021;1;9;2;2;1;3;5;4;2;2;1;1;2;639
14995;38;1;2021;1;9;2;0;2;2;5;4;2;2;1;1;2;425
14995;39;1;2021;1;9;2;3;1;4;5;4;2;3;2;1;2;750
14995;45;1;2021;1;9;2;1;6;7;4;3;3;4;2;1;2;377
14995;59;1;2021;1;9;2;2;1;3;5;4;3;4;1;1;2;668
15012;5;1;2021;6;9;3;1;2;3;5;5;3;4;3;1;2;494
15012;9;1;2021;6;9;3;4;2;6;5;4;3;4;1;1;2;1043
15012;11;1;2021;6;9;3;2;3;5;5;4;4;4;2;1;2;802
15012;13;1;2021;6;9;3;1;2;3;5;4;2;4;1;1;2;730
15012;20;1;2021;6;9;3;0;2;2;5;6;4;2;1;1;2;479
15012;22;1;2021;6;9;3;2;2;4;5;3;2;1;2;1;2;952
15208;3;1;2021;6;9;3;2;1;3;4;2;2;1;2;1;3;748
15208;6;1;2021;6;9;3;3;3;6;4;2;2;1;2;1;3;495
15208;8;1;2021;6;9;3;1;2;3;4;1;1;1;2;1;3;568
15208;12;1;2021;6;9;3;2;3;5;1;2;2;1;2;1;3;494
15208;18;1;2021;6;9;3;3;3;6;5;4;2;4;2;1;2;442
15208;19;1;2021;6;9;3;2;2;4;4;4;4;1;2;1;3;530
15208;25;1;2021;6;9;3;3;1;4;1;2;2;1;2;1;6;518
15208;27;1;2021;6;9;3;3;2;5;3;2;2;2;2;1;3;352
15208;32;1;2021;6;9;3;1;2;3;5;5;3;2;2;1;3;281
15208;36;1;2021;6;9;3;1;1;2;5;3;3;4;2;1;2;342
15241;8;1;2021;1;9;2;1;3;4;5;4;3;4;2;1;2;582
15241;9;1;2021;1;9;2;2;3;5;5;4;2;2;1;1;2;568
15241;11;1;2021;1;9;2;1;2;3;3;2;2;1;2;1;2;488
15241;12;1;2021;1;9;2;2;1;3;5;4;3;2;1;1;2;521
15241;14;1;2021;1;9;2;2;1;3;5;4;2;2;2;1;2;890
15241;40;1;2021;1;9;2;3;1;4;3;3;3;1;2;1;2;620
15241;41;1;2021;1;9;2;1;1;2;5;4;2;1;2;1;3;283
15241;46;1;2021;1;9;2;1;2;3;3;7;3;1;1;1;2;415
15360;10;1;2021;6;9;3;4;2;6;5;6;4;2;2;1;3;729
15360;16;1;2021;6;9;3;0;2;2;5;4;3;4;2;1;2;369
15360;17;1;2021;6;9;3;1;4;5;5;6;4;4;2;1;2;533
15360;24;1;2021;6;9;3;2;2;4;4;4;3;4;2;1;2;555
15360;26;1;2021;6;9;3;0;2;2;5;3;2;1;2;1;2;358
15360;29;1;2021;6;9;3;1;1;2;4;3;2;1;2;1;2;390
15360;34;1;2021;6;9;3;2;1;3;4;2;2;1;2;1;2;849
15360;46;1;2021;6;9;3;2;1;3;1;1;1;1;9;1;7;845
15373;15;1;2021;1;9;2;1;2;3;3;2;2;2;2;1;3;507
15373;18;1;2021;1;9;2;0;1;1;3;2;1;2;2;1;2;199
15373;25;1;2021;1;9;2;3;4;7;5;4;4;1;2;1;3;504
15373;33;1;2021;1;9;2;2;1;3;5;4;2;4;2;1;2;470
15373;35;1;2021;1;9;2;3;2;5;5;6;4;2;2;1;2;420
15373;40;1;2021;1;9;2;3;2;5;4;2;2;2;2;1;2;500
15373;41;1;2021;1;9;2;1;5;6;5;7;4;2;2;1;2;362
15373;48;1;2021;1;9;2;1;1;2;5;3;2;2;2;1;2;236
15422;5;1;2021;6;9;3;2;2;4;5;3;2;2;3;1;3;442
15422;6;1;2021;6;9;3;1;4;5;3;4;4;4;3;1;2;416
15422;12;1;2021;6;9;3;2;1;3;5;4;2;2;2;1;3;730
15422;14;1;2021;6;9;3;2;3;5;3;3;2;1;2;1;2;559
15422;15;1;2021;6;9;3;1;1;2;3;3;1;1;3;1;3;271
15422;16;1;2021;6;9;3;3;3;6;4;4;3;1;3;1;3;531
15422;24;1;2021;6;9;3;1;3;4;4;2;1;4;2;1;3;406
15422;28;1;2021;6;9;3;0;3;3;4;2;2;4;5;1;2;392
15422;29;1;2021;6;9;3;2;2;4;5;2;2;1;3;1;3;464
15422;30;1;2021;6;9;3;1;3;4;4;4;4;1;3;1;3;379
15609;5;1;2021;6;9;3;2;3;5;5;3;3;1;5;1;3;348
15609;7;1;2021;6;9;3;2;1;3;4;2;2;4;3;1;3;629
15609;9;1;2021;6;9;3;2;1;3;4;3;2;1;3;1;7;446
15609;10;1;2021;6;9;3;2;2;4;5;2;2;1;3;1;2;374
15609;11;1;2021;6;9;3;2;1;3;5;3;2;2;3;1;7;275
15609;14;1;2021;6;9;3;0;2;2;1;1;1;1;3;1;7;305
15609;15;1;2021;6;9;3;1;3;4;4;2;2;1;3;1;3;337
15609;16;1;2021;6;9;3;2;5;7;4;3;3;1;3;1;3;373
15609;25;1;2021;6;9;3;1;3;4;3;3;3;1;3;1;7;280
15609;27;1;2021;6;9;3;3;2;5;4;3;3;1;3;1;3;407
15770;3;1;2021;1;10;2;3;2;5;5;6;4;2;99;1;2;565
15770;4;1;2021;1;10;2;3;5;8;5;4;3;2;6;1;2;350
15770;17;1;2021;1;10;2;1;1;2;5;4;2;2;6;1;2;658
15770;25;1;2021;1;10;2;0;1;1;5;2;1;2;6;1;2;140
15770;29;1;2021;1;10;2;0;1;1;4;1;1;2;6;1;2;231
15770;31;1;2021;1;10;2;2;5;7;5;7;3;2;6;1;2;378
15770;33;1;2021;1;10;2;3;2;5;5;3;2;2;6;1;2;581
15770;36;1;2021;1;10;2;3;2;5;4;2;2;2;6;1;2;364
15770;37;1;2021;1;10;2;2;1;3;5;3;2;2;6;1;2;606
15781;3;1;2021;1;10;2;1;3;4;5;4;2;2;6;1;3;360
15781;14;1;2021;1;10;2;3;1;4;5;4;3;2;6;1;2;658
15781;20;1;2021;1;10;2;2;4;6;5;5;4;2;3;1;2;591
15781;23;1;2021;1;10;2;2;1;3;5;4;3;2;3;1;2;598
15781;25;1;2021;1;10;2;1;4;5;5;3;2;2;3;1;2;289
15781;28;1;2021;1;10;2;1;3;4;5;1;1;2;6;1;2;529
15781;29;1;2021;1;10;2;3;1;4;5;3;2;2;3;1;2;735
15781;30;1;2021;1;10;2;3;1;4;5;4;3;2;3;1;2;504
15781;36;1;2021;1;10;2;2;3;5;5;5;4;2;3;1;2;416
15781;42;1;2021;1;10;2;3;3;6;5;5;3;2;3;1;2;457
15835;1;1;2021;1;10;2;1;2;3;5;3;2;2;3;1;2;428
15835;8;1;2021;1;10;2;1;1;2;5;2;1;2;5;1;2;396
15835;14;1;2021;1;10;2;1;2;3;5;5;3;2;3;1;2;372
15835;16;1;2021;1;10;2;4;5;9;5;7;5;2;1;1;2;329
15835;18;1;2021;1;10;2;4;1;5;5;4;3;2;3;1;2;486
15835;21;1;2021;1;10;2;0;1;1;5;2;1;4;5;1;2;316
15835;28;1;2021;1;10;2;1;2;3;5;3;2;2;4;1;2;398
15974;7;1;2021;1;10;2;1;1;2;5;2;1;2;3;1;2;436
15974;9;1;2021;1;10;2;1;3;4;5;3;2;2;6;1;2;329
15974;19;1;2021;1;10;2;1;2;3;5;3;2;2;5;1;2;358
15974;20;1;2021;1;10;2;2;4;6;5;2;2;2;6;1;2;292
15974;25;1;2021;1;10;2;1;2;3;4;5;3;2;6;1;2;503
15974;27;1;2021;1;10;2;3;2;5;5;6;4;2;5;1;2;609
15974;32;1;2021;1;10;2;0;2;2;4;3;2;4;3;1;2;365
15974;34;1;2021;1;10;2;1;3;4;5;1;1;2;6;1;2;290
15974;37;1;2021;1;10;2;1;1;2;5;3;1;1;6;1;2;210
15974;47;1;2021;1;10;2;1;1;2;5;3;2;2;3;1;2;606
16039;1;1;2021;1;10;2;4;1;5;5;5;4;2;4;1;2;732
16039;15;1;2021;1;10;2;5;2;7;5;6;4;2;3;1;2;811
16039;17;1;2021;1;10;2;3;2;5;5;5;3;2;6;1;2;617
16039;24;1;2021;1;10;2;1;1;2;5;1;1;4;4;1;2;1076
16039;29;1;2021;1;10;2;0;1;1;5;1;1;4;5;1;1;984
16039;45;1;2021;1;10;2;1;1;2;5;2;1;4;5;1;1;1090
16113;25;1;2021;1;10;2;1;2;3;5;6;3;2;4;1;2;580
16113;29;1;2021;1;10;2;2;2;4;5;6;4;2;4;1;2;659
16113;31;1;2021;1;10;2;2;1;3;5;1;1;2;3;1;2;1260
16113;40;1;2021;1;10;2;1;1;2;5;6;1;2;6;1;2;433
16113;46;1;2021;1;10;2;4;2;6;5;5;4;2;3;1;2;1206
16113;65;1;2021;1;10;2;6;2;8;5;9;5;2;6;1;2;832
16113;79;1;2021;1;10;2;1;2;3;5;1;1;2;6;1;3;551
16180;2;1;2021;1;10;2;1;2;3;5;2;2;2;3;1;2;832
16180;4;1;2021;1;10;2;1;1;2;5;4;2;4;3;1;2;1000
16180;17;1;2021;1;10;2;0;3;3;5;3;3;2;3;1;2;796
16180;21;1;2021;1;10;2;2;2;4;5;3;2;2;6;1;2;767
16180;34;1;2021;1;10;2;2;2;4;5;2;2;2;3;1;2;637
16180;51;1;2021;1;10;2;5;4;9;4;4;3;2;3;1;2;859
16180;53;1;2021;1;10;2;0;2;2;5;1;1;2;3;1;2;323
16180;54;1;2021;1;10;2;2;1;3;5;3;2;2;3;1;2;686
16180;61;1;2021;1;10;2;3;3;6;5;4;3;2;6;1;2;765
16180;73;1;2021;1;10;2;2;2;4;5;3;3;2;6;1;2;696
16188;6;1;2021;1;10;2;3;1;4;5;5;3;2;6;1;2;1375
16188;9;1;2021;1;10;2;6;3;9;4;4;3;1;6;1;3;926
16188;25;1;2021;1;10;2;2;2;4;4;3;2;2;6;1;2;852
16188;34;1;2021;1;10;2;3;1;4;5;3;2;2;4;1;2;856
16188;39;1;2021;1;10;2;1;1;2;5;1;1;2;6;1;2;723
16188;43;1;2021;1;10;2;1;3;4;5;3;2;2;3;1;2;994
16188;46;1;2021;1;10;2;2;2;4;4;2;2;2;4;1;2;790
16188;75;1;2021;1;10;2;3;3;6;5;3;2;2;6;1;2;666
16188;105;1;2021;1;10;2;2;1;3;5;3;2;2;6;1;2;1067
16188;113;1;2021;1;10;2;2;1;3;5;4;2;2;6;1;2;1196
16334;5;1;2021;1;10;2;2;1;3;5;3;2;2;6;1;2;642
16334;14;1;2021;1;10;2;2;6;8;5;3;3;1;6;1;2;294
16334;17;1;2021;1;10;2;2;3;5;4;2;1;2;6;1;6;415
16334;27;1;2021;1;10;2;0;2;2;5;3;1;2;6;1;2;370
16334;28;1;2021;1;10;2;1;1;2;4;2;2;4;7;1;6;334
16334;33;1;2021;1;10;2;1;2;3;5;3;2;4;6;1;2;329
16334;40;1;2021;1;10;2;3;2;5;3;3;2;4;6;1;2;459
16334;58;1;2021;1;10;2;2;1;3;4;1;1;4;6;1;3;723
16334;61;1;2021;1;10;2;2;1;3;4;4;3;4;6;1;2;370
16364;8;1;2021;1;10;2;3;1;4;5;4;2;1;6;1;2;517
16364;11;1;2021;1;10;2;3;6;9;4;3;3;1;6;1;3;342
16364;14;1;2021;1;10;2;1;3;4;5;4;3;1;6;1;3;270
16364;16;1;2021;1;10;2;3;2;5;4;2;2;2;6;1;5;328
16364;18;1;2021;1;10;2;1;1;2;5;1;1;4;12;1;2;663
16364;30;1;2021;1;10;2;4;1;5;5;4;3;2;6;1;2;406
16364;32;1;2021;1;10;2;1;3;4;5;4;3;2;6;1;3;402
16480;4;1;2021;1;10;2;0;1;1;1;1;1;1;6;1;6;153
16480;9;1;2021;1;10;2;3;2;5;4;4;3;2;6;1;2;332
16480;13;1;2021;1;10;2;1;2;3;4;1;1;4;6;6; ;536
16480;23;1;2021;1;10;2;3;2;5;4;3;2;4;6;1;2;394
16480;29;1;2021;1;10;2;1;1;2;4;2;1;2;6;1;2;623
16480;32;1;2021;1;10;2;3;4;7;5;4;3;4;6;1;2;315
16480;34;1;2021;1;10;2;0;1;1;5;2;1;2;6;1;2;438
16480;34;2;2021;1;10;2;2;1;3;4;1;1;2;6;1;2;438
16480;47;1;2021;1;10;2;1;4;5;4;3;3;1;6;1;2;297
16522;9;1;2021;1;10;2;0;1;1;5;1;1;2;6;1;3;710
16522;13;1;2021;1;10;2;2;3;5;5;5;3;2;6;1;2;466
16522;19;1;2021;1;10;2;1;2;3;5;4;3;2;3;1;2;456
16522;22;1;2021;1;10;2;1;1;2;5;1;1;2;6;1;2;948
16522;30;1;2021;1;10;2;1;1;2;5;5;1;2;6;1;2;367
16522;40;1;2021;1;10;2;1;3;4;5;4;3;2;3;1;2;741
16522;41;1;2021;1;10;2;1;1;2;5;4;2;2;3;1;2;759
16522;43;1;2021;1;10;2;1;1;2;5;1;1;2;6;1;2;394
16640;2;1;2021;1;10;2;2;1;3;5;4;2;2;6;1;2;656
16640;4;1;2021;1;10;2;2;2;4;5;5;2;2;3;1;2;658
16640;9;1;2021;1;10;2;2;3;5;4;2;1;2;6;1;2;536
16640;20;1;2021;1;10;2;5;1;6;5;4;3;2;3;1;2;789
16640;22;1;2021;1;10;2;0;3;3;5;5;2;2;3;1;2;392
16640;24;1;2021;1;10;2;3;3;6;4;1;1;1;6;1;3;511
16640;34;1;2021;1;10;2;3;3;6;5;7;3;2;6;1;2;901
16640;46;1;2021;1;10;2;1;1;2;5;4;2;2;6;1;2;282
16640;48;1;2021;1;10;2;2;1;3;5;3;2;2;3;1;2;886
16640;50;1;2021;1;10;2;0;1;1;5;1;1;4;3;1;2;653
16665;14;1;2021;1;10;2;3;2;5;5;6;5;2;6;1;2;999
16665;22;1;2021;1;10;2;3;1;4;5;4;2;2;6;1;2;1186
16665;23;1;2021;1;10;2;1;2;3;5;4;3;4;6;1;2;1627
16665;33;1;2021;1;10;2;1;2;3;5;2;2;2;6;1;2;1165
16665;40;1;2021;1;10;2;1;1;2;5;2;1;2;3;1;2;978
16665;46;1;2021;1;10;2;2;1;3;5;4;3;2;6;1;2;1117
16665;48;1;2021;1;10;2;1;2;3;5;4;2;4;6;1;2;857
16665;64;1;2021;1;10;2;1;1;2;5;1;1;4;6;1;2;1419
16741;2;1;2021;1;10;2;1;1;2;2;1;1;4;3;1;2;528
16741;6;1;2021;1;10;2;1;3;4;5;1;1;2;7;1;2;527
16741;20;1;2021;1;10;2;2;2;4;2;3;2;1;7;1;5;809
16741;22;1;2021;1;10;2;3;1;4;4;1;1;2;3;1;2;1108
16741;70;1;2021;1;10;2;2;1;3;5;3;2;2;3;1;2;854
16741;77;1;2021;1;10;2;1;1;2;5;3;1;4;6;1;2;563
16741;79;1;2021;1;10;2;1;5;6;4;5;2;2;6;1;2;411
16741;89;1;2021;1;10;2;4;2;6;5;4;3;2;3;1;2;1051
16758;14;1;2021;1;10;2;3;2;5;4;1;1;2;3;1;3;881
16758;48;1;2021;1;10;2;2;3;5;5;3;2;4;6;1;2;675
16758;53;1;2021;1;10;2;4;7;11;4;3;3;2;6;1;3;649
16758;54;1;2021;1;10;2;2;2;4;5;3;2;2;6;1;2;1269
16758;57;1;2021;1;10;2;3;2;5;4;2;2;2;3;1;2;1095
16758;67;1;2021;1;10;2;1;3;4;5;3;2;2;6;1;2;785
16758;87;1;2021;1;10;2;3;1;4;5;3;2;4;4;1;2;1225
16758;92;1;2021;1;10;2;2;1;3;5;3;1;2;4;1;2;1431
16758;98;1;2021;1;10;2;3;5;8;5;4;2;1;3;1;2;835
16758;114;1;2021;1;10;2;1;3;4;4;2;1;4;3;1;3;652
16859;5;1;2021;1;10;2;0;1;1;5;3;2;2;6;1;2;171
16859;30;1;2021;1;10;2;0;1;1;5;2;1;2;3;1;2;492
16859;39;1;2021;1;10;2;3;2;5;5;3;3;2;3;1;3;487
16859;44;1;2021;1;10;2;3;2;5;5;6;4;2;5;1;2;496
16859;51;1;2021;1;10;2;2;1;3;5;2;2;2;3;1;2;678
16859;52;1;2021;1;10;2;0;1;1;5;2;1;2;3;1;2;669
16859;54;1;2021;1;10;2;0;2;2;5;4;3;1;3;1;2;144
16914;1;1;2021;1;10;2;2;3;5;5;2;2;2;1;1;1;66
16914;2;1;2021;1;10;2;2;1;3;5;14;4;2;1;1;2;70
16914;3;1;2021;1;10;2;0;1;1;5;3;1;2;1;1;2;26
16914;4;1;2021;1;10;2;1;2;3;5;4;4;2;1;1;2;67
17007;11;1;2021;1;10;2;2;1;3;5;2;1;2;3;1;2;1144
17007;22;1;2021;1;10;2;0;2;2;4;1;1;2;6;1;2;611
17007;27;1;2021;1;10;2;1;1;2;5;4;2;2;6;1;2;452
17007;37;1;2021;1;10;2;0;2;2;5;3;2;2;3;1;2;460
17007;52;1;2021;1;10;2;2;3;5;5;4;3;2;3;1;2;851
17007;54;1;2021;1;10;2;2;2;4;5;2;2;2;3;1;2;701
17007;59;1;2021;1;10;2;1;4;5;5;3;3;4;5;1;2;698
17058;2;1;2021;1;10;2;2;1;3;5;2;2;2;3;1;2;530
17058;7;1;2021;1;10;2;2;4;6;5;5;3;2;3;1;2;457
17058;26;1;2021;1;10;2;1;3;4;5;1;1;2;6;1;2;290
17058;35;1;2021;1;10;2;1;1;2;5;5;3;2;3;1;2;585
17058;42;1;2021;1;10;2;1;1;2;5;4;3;2;3;1;2;284
17058;49;1;2021;1;10;2;4;2;6;4;5;4;2;3;1;2;733
