UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P901;P902;P903;P904;P905;P906;P907;P908;P909;P910;P911;P912;P913;P914;P915;P916;P917;P918;P919;P920;P921;P922;P923;P924;P925;P926;P927;P928;P929;P930;P931;P932;P933;P934;P935;P936;P937;P938;P939;P940;P941;P942;P943;P944;P945;P946;FEX_MUJER
17228;51;1;2021;1;10;2;1;42;22;1; ; ;4;1;5;23;0;5;3;3;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;423
17228;58;1;2021;1;10;2;1;7;28;1; ; ;1;2;2;29;2;2;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1445
17230;8;1;2021;1;10;2;1;16;19;1; ; ;4;3;1;25;1;1;3;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;526
17230;18;1;2021;1;10;2;2;5;36;2;18;4;4;1;5;18;1;1;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;263
17230;20;1;2021;1;10;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;508
17230;24;1;2021;1;10;2;1;37;32;1; ; ;4;2;5;20;0;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;195
17230;25;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;22;4;2;40;2;23;2;1;3;3;1;8;266
17230;27;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;22;4;3;18;3;18;3;0;1;1;2;1;275
17230;29;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;5;1; ;2;17;2;2;3;3;3;8;294
17230;30;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;4;19;1;1;3;3;3;3;334
17230;33;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;19;4;1; ;3;19;3;3;1;3;2;2;275
17230;41;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;23;4;1; ;2;24;2;2;3;1;2;8;549
17270;5;1;2021;6;10;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;4;1; ;2;33;2;2;3;3;3;3;543
17270;6;1;2021;6;10;3;2;2;21;2;17;4;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1046
17270;12;1;2021;6;10;3;2;10;21;1; ; ;4;1;2;21;2;2;3;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551
17270;29;1;2021;6;10;3;1;41;25;1; ; ;4;1;4;26;0;4;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;357
17270;32;1;2021;6;10;3;1;4;23;1; ; ;4;1;1;25;1;1;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;529
17270;34;1;2021;6;10;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;19;4;1; ;1;24;1;1;3;1;3;3;529
17270;54;1;2021;6;10;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;1;1; ;4;18;4;4;1;1;3;3;1085
17270;59;1;2021;6;10;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;25;4;1; ;3;20;2;2;3;3;8;8;543
17270;60;1;2021;6;10;3;1;6;32;2;23;4;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;470
17270;63;1;2021;6;10;3;2;5;47;2;19;4;4;1;6;20;1;0;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;395
17359;1;1;2021;1;10;2;1;5;16;1; ; ;4;3;1;16;1;1;3;3;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;448
17359;11;1;2021;1;10;2;1;30;45;2;25;4;4;1;10;20;0;2;1;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1097
17359;24;1;2021;1;10;2;2;26;21;1; ; ;4;1;6;21;4;6;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;406
17359;29;1;2021;1;10;2;1;20;23;1; ; ;4;1;2;26;1;2;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;401
17359;48;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;2;21;2;2;3;1;8;8;744
17359;52;1;2021;1;10;2;1;38;34;2;20;4;4;1;6;22;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;570
17359;55;1;2021;1;10;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;1; ;12;18;7;3;3;1;3;3;406
17359;57;1;2021;1;10;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;30;4;1; ;2;31;2;2;3;3;2;2;381
17392;5;1;2021;6;10;3;2;5;16;1; ; ;4;1;1;19;1;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;595
17392;19;1;2021;6;10;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;29;1;32;6; ;1;32;1;1;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1234
17392;27;1;2021;6;10;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;1; ;13;20;0;13;2;2;3;8;810
17392;35;1;2021;6;10;3;2;3;19;1; ; ;4;3;2;18;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;595
17392;37;1;2021;6;10;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;32;4;2;57;5;18;1;0;3;3;3;3;806
17392;43;1;2021;6;10;3;2;17;18;1; ; ;4;3;3;21;3;3;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;534
17392;46;1;2021;6;10;3;1;19;35;2;19;4;4;1;13;19;2;3;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;612
17450;7;1;2021;1;10;2;1;17;21;1; ; ;4;1;2;30;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;394
17450;12;1;2021;1;10;2;2;38;26;2;17;1;4;3;3;18;0;3;2;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;346
17450;25;1;2021;1;10;2;1;10;15;1; ; ;4;3;2;16;2;2;1;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;819
17450;28;1;2021;1;10;2;1;13;17;1; ; ;4;3;3;18;3;3;3;3;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;788
17450;36;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;40;4;1; ;6;20;0;1;3;3;3;3;280
17450;51;1;2021;1;10;2;1;16;19;1; ; ;4;1;6;19;6;6;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;461
17450;53;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;18;4;4;30;5;19;4;1;3;3;2;2;441
17450;55;1;2021;1;10;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;16;19;4;2;41;10;20;3;1;3;1;3;3;327
17450;73;1;2021;1;10;2;2;1;57;3;16;4;4;1;1;46;1;0;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;327
17489;1;1;2021;1;10;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;9;20;0;9;3;1;8;8;300
17489;7;1;2021;1;10;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;1; ;2;20;0;2;3;3;3;3;352
17489;13;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;2;22;1;2;1;1;3;3;601
17489;18;1;2021;1;10;2;1;12;27;1; ; ;4;3;1;30;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;301
17489;19;1;2021;1;10;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;11;20;0;11;3;1;3;3;300
17489;21;1;2021;1;10;2;2;15;24;1; ; ;4;3;2;25;2;2;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;301
17489;28;1;2021;1;10;2;2;10;17;1; ; ;1;3;2;17;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;312
17489;38;1;2021;1;10;2;1;25;21;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;341
17489;40;1;2021;1;10;2;1;17;19;1; ; ;4;1;2;21;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;352
17489;41;1;2021;1;10;2;2;0;21;1; ; ;4;1;2;19;2;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;376
17566;14;1;2021;1;10;2;1;10;33;1; ; ;4;1;1;35;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;690
17566;16;1;2021;1;10;2;2;32;29;1; ; ;4;1;2;30;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1081
17566;17;1;2021;1;10;2;2;2;23;1; ; ;4;2;0; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1919
17566;22;1;2021;1;10;2;2;20;40;1; ; ;4;1;1;38;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541
17566;31;1;2021;1;10;2;1;12;17;1; ; ;4;3;2;19;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;640
17566;33;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;21;4;1; ;4;20;4;4;3;3;3;3;616
17566;44;1;2021;1;10;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;38;4;1; ;4;22;1;2;1;1;3;3;1229
17566;51;1;2021;1;10;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;4;1; ;4;26;1;4;3;3;3;3;490
17702;5;1;2021;6;10;3;2;18;20;1; ; ;4;3;2;22;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;431
17702;8;1;2021;6;10;3;2;30;17;1; ; ;4;1;4;19;2;4;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1416
17702;19;1;2021;6;10;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;2;21;9;18;0;6;1;1;3;3;396
17702;34;1;2021;6;10;3;2;4;33;2;17;4;4;1;3;18;2;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;431
17702;37;1;2021;6;10;3;1;17;20;1; ; ;4;3;2;22;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;431
17702;45;1;2021;6;10;3;2;17;24;1; ; ;4;2;2;17;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;498
17702;54;1;2021;6;10;3;1;47;21;1; ; ;4;1;1;18;0;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;328
17702;57;1;2021;6;10;3;2;8;18;1; ; ;4;2;2;19;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;485
17733;3;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;4;1; ;3;15;2;2;3;3;3;3;373
17733;9;1;2021;1;10;2;2;8;22;2;21;4;4;3;1;27;1;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;373
17733;11;1;2021;1;10;2;1;24;23;2;18;4;4;2;0; ; ; ; ; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;339
17733;17;1;2021;1;10;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;19;4;1; ;2;19;0;2;3;3;3;3;227
17733;19;1;2021;1;10;2;1;5;25;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;373
17733;22;1;2021;1;10;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;17;6; ; ; ; ; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;345
17733;32;1;2021;1;10;2;1;10;29;1; ; ;4;1;1;38;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;357
17733;38;1;2021;1;10;2;1;12;26;1; ; ;4;2;1;27;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;319
17845;1;1;2021;6;10;3;2;8;21;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;301
17845;11;1;2021;6;10;3;1;15;15;1; ; ;4;2;2;18;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;301
17845;12;1;2021;6;10;3;1;58;20;1; ; ;4;1;11;21;3;11;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;662
17845;14;1;2021;6;10;3;2;7;22;1; ; ;4;3;2;23;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;301
17845;17;1;2021;6;10;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;14;5;1; ;16;15;1;16;3;3;8;8;202
17845;18;1;2021;6;10;3;1;3;17;1; ; ;4;3;1;18;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;297
17845;24;1;2021;6;10;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;35;4;2;18;10;18;0;1;3;1;3;3;405
17845;25;1;2021;6;10;3;2;40;15;1; ; ;4;1;12;16;2;12;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;306
17845;26;1;2021;6;10;3;1;12;17;1; ; ;4;1;4;16;4;4;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;301
17845;31;1;2021;6;10;3;1;4;29;1; ; ;4;1;3;22;2;2;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;313
17885;14;1;2021;6;10;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;2;40;7;19;1;0;3;3;3;3;1942
17885;16;1;2021;6;10;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;1; ;7;20;1;7;3;2;3;8;960
17885;24;1;2021;6;10;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;20;1;23;6; ;0; ; ; ; ; ;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1176
17885;25;1;2021;6;10;3;1;10;19;1; ; ;4;1;4;17;4;3;3;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;588
17885;38;1;2021;6;10;3;2;30;22;1; ; ;4;1;2;17;0;1;1;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;439
17885;39;1;2021;6;10;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;4;1; ;5;18;3;4;3;3;8;3;522
17885;43;1;2021;6;10;3;1;47;19;1; ; ;4;1;4;20;2;4;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;397
17984;1;1;2021;6;10;3;2;2;20;2;15;1;4;1;2;16;2;0;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;209
17984;2;1;2021;6;10;3;1;32;15;1; ; ;4;1;1;17;0;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;205
17984;4;1;2021;6;10;3;1;23;24;2;17;1;4;3;3;17;2;2;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;205
17984;5;1;2021;6;10;3;2;12;16;1; ; ;4;1;3;17;3;3;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;211
17984;6;1;2021;6;10;3;1;36;19;1; ; ;4;1;4;22;0;4;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;215
17984;7;1;2021;6;10;3;1;4;20;1; ; ;4;1;1;21;1;1;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;209
17984;8;1;2021;6;10;3;1;15;17;1; ; ;4;3;2;18;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;220
17984;9;1;2021;6;10;3;1;32;16;1; ; ;1;3;2;18;1;2;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;205
17984;11;1;2021;6;10;3;1;25;18;1; ; ;1;1;2;25;1;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;217
18056;3;1;2021;1;10;2;1;32;18;1; ; ;4;1;2;20;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1321
18056;16;1;2021;1;10;2;1;14;18;1; ; ;4;1;2;20;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;727
18056;20;1;2021;1;10;2;1;35;16;1; ; ;4;1;3;18;2;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1982
18056;21;1;2021;1;10;2;1;4;21;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;645
18056;30;1;2021;1;10;2;1;31;21;1; ; ;4;1;3;23;1;3;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;661
18056;38;1;2021;1;10;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;18;1;19;1;1;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1344
18056;40;1;2021;1;10;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1555
18069;1;1;2021;6;10;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;4;2;25;4;17;0;3;3;3;3;3;532
18069;5;1;2021;6;10;3;2;8;32;2;23;4;4;1;7;17;3;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;537
18069;9;1;2021;6;10;3;2;13;34;2;20;2;4;1;5;18;1;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;509
18069;10;1;2021;6;10;3;2;21;25;1; ; ;4;1;6;18;3;3;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;509
18069;16;1;2021;6;10;3;2;8;18;1; ; ;4;1;1;18;1;1;3;1;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;523
18069;30;1;2021;6;10;3;1;2;21;1; ; ;4;1;2;21;2;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;523
18140;8;1;2021;1;10;2;1;22;19;1; ; ;4;1;3;22;3;3;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;920
18140;10;1;2021;1;10;2;1;13;39;2;23;4;4;1;5;21;2;2;3;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;437
18140;15;1;2021;1;10;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1028
18140;19;1;2021;1;10;2;1;13;15;1; ; ;4;1;3;16;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;853
18140;31;1;2021;1;10;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;12;6; ; ; ; ; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;889
18140;34;1;2021;1;10;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;22;4;1; ;1;26;1;1;3;3;8;8;1442
