UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P901;P902;P903;P904;P905;P906;P907;P908;P909;P910;P911;P912;P913;P914;P915;P916;P917;P918;P919;P920;P921;P922;P923;P924;P925;P926;P927;P928;P929;P930;P931;P932;P933;P934;P935;P936;P937;P938;P939;P940;P941;P942;P943;P944;P945;P946;FEX_MUJER
7297;6;1;2021;6;4;3;1;43;18;1; ; ;4;1;6;18;0;6;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;231
7297;15;1;2021;6;4;3;1;29;25;1; ; ;4;1;2;27;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;515
7297;18;1;2021;6;4;3;1;1;17;1; ; ;4;3;1;17;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1178
7297;22;1;2021;6;4;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;18;1;27;6; ;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;718
7297;26;1;2021;6;4;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;1;1; ;7;19;4;7;1;3;8;8;702
7297;29;1;2021;6;4;3;1;9;57;2;20;4;4;1;6;22;6;0;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;231
7297;31;1;2021;6;4;3;1;20;27;1; ; ;4;1;7;17;2;7;1;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;335
7297;38;1;2021;6;4;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;17;1;17;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;682
7297;43;1;2021;6;4;3;1;26;25;1; ; ;4;2;4;19;2;3;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;335
7408;2;1;2021;6;4;3;1;22;19;1; ; ;4;3;2;20;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1381
7408;12;1;2021;6;4;3;2;12;28;1; ; ;4;1;6;18;2;1;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;460
7408;24;1;2021;6;4;3;1;37;30;1; ; ;4;3;3;31;1;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;303
7408;25;1;2021;6;4;3;1;3;20;1; ; ;4;1;1;23;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;444
7408;30;1;2021;6;4;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;27;4;2;34;9;19;4;1;3;3;3;8;921
7408;41;1;2021;6;4;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;15;6; ; ; ; ; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1533
7408;45;1;2021;6;4;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;18;1;18;1;1;1;22;1;0;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;449
7408;46;1;2021;6;4;3;1;46;18;1; ; ;4;3;8;19;2;8;1;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;366
7408;53;1;2021;6;4;3;2;7;18;1; ; ;4;3;1;19;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;449
7408;69;1;2021;6;4;3;1;10;46;2;17;1;4;1;12;18;1;2;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;457
7513;1;1;2021;1;4;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;4;15;1;15;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;716
7513;11;1;2021;1;4;2;1;25;22;1; ; ;4;3;3;24;2;3;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;375
7513;13;1;2021;1;4;2;1;9;19;1; ; ;4;1;3;19;3;3;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;344
7513;16;1;2021;1;4;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;716
7513;25;1;2021;1;4;2;2;15;18;1; ; ;4;3;3;18;2;3;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;370
7513;25;2;2021;1;4;2;2;0;35;2;18;1;4;1;2;21;0;0;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;331
7513;27;1;2021;1;4;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;4;1; ;9;17;1;9;3;3;3;3;660
7513;31;1;2021;1;4;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;25;1;26;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;662
7513;45;1;2021;1;4;2;2;16;26;1; ; ;4;1;2;28;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;370
7513;53;1;2021;1;4;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;5;22;1;30;6; ;1;38;0;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;330
7513;56;1;2021;1;4;2;1;47;35;1; ; ;4;1;2;31;1;2;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1013
7559;6;1;2021;6;4;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;3;18;1;18;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;317
7559;14;1;2021;6;4;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;28;4;1; ;6;37;1;6;3;1;3;3;262
7559;21;1;2021;6;4;3;2;1;29;2;16;4;4;1;1;19;1;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;405
7559;22;1;2021;6;4;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;3;15;6; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1327
7559;27;1;2021;6;4;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;2;22;1;2;3;3;3;3;1047
7559;30;1;2021;6;4;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;4;1; ;13;18;0;13;1;1;3;3;791
7559;31;1;2021;6;4;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;22;4;1; ;5;25;0;5;1;1;8;8;523
7559;32;1;2021;6;4;3;1;40;17;1; ; ;4;3;12;17;1;12;2;2;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;260
7559;33;1;2021;6;4;3;2;20;40;2;16;4;4;1;6;17;1;1;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262
7660;2;1;2021;6;4;3;1;35;18;1; ; ;4;1;5;20;2;5;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;634
7660;5;1;2021;6;4;3;1;33;19;1; ; ;4;1;3;22;0;3;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;232
7660;6;1;2021;6;4;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;17;1;15;1;1;2;16;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1595
7660;12;1;2021;6;4;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;1;1; ;4;18;4;3;3;3;3;3;311
7660;14;1;2021;6;4;3;1;1;18;1; ; ;4;1;2;16;2;2;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;308
7660;18;1;2021;6;4;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;18;35;4;2;37;1;15;0;0;3;1;8;8;317
7660;20;1;2021;6;4;3;1;15;20;1; ; ;4;1;2;26;1;2;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;303
7660;22;1;2021;6;4;3;1;12;20;1; ; ;4;2;3;20;3;3;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;324
7660;28;1;2021;6;4;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;3;16;1;18;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;649
7660;38;1;2021;6;4;3;1;7;20;2;17;1;4;2;5;15;3;3;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;311
7777;3;1;2021;1;5;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;3;32;4;23;4;1;3;3;2;2;270
7777;10;1;2021;1;5;2;2;3;37;4;15;4;4;2;8;15;4;0;1;3;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;811
7777;15;1;2021;1;5;2;2;5;20;1; ; ;4;1;2;21;2;2;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;281
7777;27;1;2021;1;5;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;1;3;22;3;16;2;1;3;1;3;3;317
7777;41;1;2021;1;5;2;1;19;19;1; ; ;4;2;2;20;2;2;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;270
7777;43;1;2021;1;5;2;1;16;25;1; ; ;4;1;2;25;2;2;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;303
7777;44;1;2021;1;5;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;4;1; ;3;18;2;1;3;3;3;8;317
7777;46;1;2021;1;5;2;2;10;24;1; ; ;4;2;2;21;2;2;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;270
7777;48;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;338
7777;52;1;2021;1;5;2;1;2;27;1; ; ;4;1;2;23;2;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;281
7783;7;1;2021;1;5;2;2;16;25;1; ; ;4;1;3;19;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;537
7783;17;1;2021;1;5;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;4;2;33;9;17;1;4;1;1;3;3;398
7783;19;1;2021;1;5;2;2;1;42;2;17;1;4;1;4;17;1;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;537
7783;39;1;2021;1;5;2;1;39;26;1; ; ;4;1;4;28;3;4;3;1;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;683
7783;48;1;2021;1;5;2;1;3;19;1; ; ;4;1;1;20;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;600
7783;51;1;2021;1;5;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;22;4;1; ;1;23;1;1;3;3;8;8;2245
7783;55;1;2021;1;5;2;1;39;19;1; ; ;4;3;5;20;1;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;398
7783;63;1;2021;1;5;2;2;1;19;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;600
7783;66;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;479
7783;79;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;23;1;23;6; ;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1495
7804;6;1;2021;1;5;2;2;15;24;1; ; ;4;2;2;27;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;497
7804;12;1;2021;1;5;2;2;2;31;1; ; ;4;1;2;21;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;582
7804;14;1;2021;1;5;2;2;14;23;1; ; ;4;1;4;16;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;497
7804;25;1;2021;1;5;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;4;2;18;1;16;1;0;3;3;8;8;538
7804;37;1;2021;1;5;2;1;23;18;1; ; ;4;1;3;20;3;3;3;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1114
7804;56;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;17;1;18;1;1;5;18;5;3;3;3;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1245
7804;66;1;2021;1;5;2;1;8;27;1; ; ;4;1;1;22;1;1;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;497
7804;74;1;2021;1;5;2;2;10;26;1; ; ;4;1;5;19;4;4;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;497
7804;78;1;2021;1;5;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;32;4;1; ;1;34;1;1;3;3;3;8;564
7804;83;1;2021;1;5;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;20;4;1; ;0; ; ; ; ; ;1;3;1245
7814;9;1;2021;1;5;2;1;15;17;1; ; ;1;3;3;18;3;3;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;524
7814;11;1;2021;1;5;2;1;8;31;1; ; ;4;1;4;31;4;4;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;501
7814;12;1;2021;1;5;2;2;17;23;1; ; ;4;1;2;32;2;2;1;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;501
7814;27;1;2021;1;5;2;1;38;24;1; ; ;4;1;2;25;0;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;393
7814;32;1;2021;1;5;2;2;15;26;2;20;1;4;3;6;20;5;4;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;448
7814;40;1;2021;1;5;2;1;33;19;1; ; ;4;3;5;19;2;5;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;476
7814;44;1;2021;1;5;2;1;20;23;1; ; ;4;1;4;26;4;4;1;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;501
7814;53;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;17;1;18;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;501
7814;61;1;2021;1;5;2;2;6;17;1; ; ;1;1;2;18;2;2;3;1;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;560
7878;5;1;2021;1;5;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;27;4;2;48;1;23;0;0;3;3;3;3;752
7878;13;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;4;18;1;18;6; ;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;776
7878;17;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;18;1;18;6; ;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1661
7878;20;1;2021;1;5;2;1;43;19;1; ; ;4;1;5;20;0;5;1;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;582
7878;24;1;2021;1;5;2;1;4;29;1; ; ;4;3;1;30;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;776
7878;25;1;2021;1;5;2;1;12;32;1; ; ;4;1;3;32;3;3;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;743
7878;43;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;15;1;19;6; ;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;830
7995;20;1;2021;1;5;2;1;47;22;1; ; ;4;1;3;24;0;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;404
7995;26;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;16;1;30;6; ;1;34;1;1;3;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;506
7995;27;1;2021;1;5;2;1;27;24;1; ; ;4;1;1;25;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;539
7995;30;1;2021;1;5;2;1;17;23;1; ; ;4;1;2;25;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;568
7995;44;1;2021;1;5;2;2;2;26;1; ; ;4;2;3;16;3;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1054
7995;48;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;16;1;22;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1581
7995;53;1;2021;1;5;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;22;4;1; ;2;25;2;2;2;1;2;2;1263
7995;57;1;2021;1;5;2;1;45;19;1; ; ;4;1;4;19;1;4;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;890
8139;4;1;2021;6;5;3;1;40;18;1; ; ;4;3;7;19;2;7;3;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;323
8139;8;1;2021;6;5;3;1;17;18;1; ; ;4;3;4;19;4;4;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;282
8139;15;1;2021;6;5;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;19;4;1; ;8;20;0;8;8;8;3;3;259
8139;18;1;2021;6;5;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;214
8139;22;1;2021;6;5;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;19;4;1; ;2;19;1;1;3;3;8;8;317
8139;23;1;2021;6;5;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;24;1;1; ;8;17;0;6;2;1;8;8;323
8139;24;1;2021;6;5;3;1;36;32;1; ; ;4;1;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;214
8139;27;1;2021;6;5;3;2;0;16;1; ; ;4;1;0; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541
8139;30;1;2021;6;5;3;1;40;23;1; ; ;4;1;6;23;1;6;3;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;425
8180;3;1;2021;6;5;3;2;10;32;1; ; ;4;2;2;33;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;512
8180;7;1;2021;6;5;3;2;3;28;1; ; ;4;3;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;999
8180;8;1;2021;6;5;3;2;15;25;1; ; ;4;2;2;28;2;2;3;1;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;512
8180;19;1;2021;6;5;3;1;30;20;1; ; ;4;3;6;20;2;6;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;746
8180;32;1;2021;6;5;3;1;8;20;1; ; ;4;1;0; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;500
8180;35;1;2021;6;5;3;2;2;27;3;17;4;4;3;1;18;1;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;500
8180;42;1;2021;6;5;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;18;1;19;6; ;0; ; ; ; ; ;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;988
8180;43;1;2021;6;5;3;2;38;38;1; ; ;4;1;7;19;1;7;3;1;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;337
8180;44;1;2021;6;5;3;2;4;17;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;494
8180;47;1;2021;6;5;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;19;4;1; ;11;20;1;11;3;3;3;3;408
8291;2;1;2021;1;5;2;1;42;22;1; ; ;4;1;2;24;0;2;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;395
8291;6;1;2021;1;5;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;16;1;16;1;1;0; ; ; ; ; ;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1127
8291;7;1;2021;1;5;2;1;8;35;1; ; ;4;1;2;37;2;2;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;504
